study_id,citation,year,domain_top1,domain_top1_conf,domain_top2,domain_top2_conf,domain_top3,domain_top3_conf,region_top1,region_top1_conf,region_top2,region_top2_conf,region_top3,region_top3_conf,reliability_top1,reliability_top1_conf,reliability_top2,reliability_top2_conf,reliability_top3,reliability_top3_conf,confidence_score,notes
study_0339,"Shipilov, A",2022,Radiocarbon Chronology,0.431,Settlement Archaeology,0.423,Archaeology,0.418,Egypt,0.128,Sinai,0.106,Southern Levant,0.084,High,0.021,Low,0.003,Medium,-0.008,0.193,"Shipilov, A.V. Shipilov, Anton V. (35763134800) 35763134800 CHARACTERISTICS OF THE NEOLITHIC, PALAEOMETALLIC AND EARLY IRON AGE COMPLEXES OF BEREZOVOGRIVSKO-ALEKSEEVSKOE III SETTLEMENT IN THE LOWER KA"
study_0340,"Buriánek, D",1902,Paleoclimatology,0.417,Radiocarbon Chronology,0.411,Stratigraphy,0.398,Sinai,0.165,Southern Levant,0.145,Egypt,0.102,Low,0.019,High,-0.026,Medium,-0.057,0.201,"Buriánek, D.; Hubatka, F.; Kirchner, K.; Krejčí, O.; Krejčí, V.; Navrátil, A. Buriánek, David (6603235275); Hubatka, František (6507240330); Kirchner, Karel (7102215151); Krejčí, Oldřich (26642596800)"
study_0341,"Vampilova, L",1992,Stratigraphy,0.335,Historical Geography,0.307,Geoarchaeology,0.304,Southern Levant,0.173,Egypt,0.071,Sinai,0.028,Low,-0.043,Medium,-0.074,High,-0.098,0.155,"Vampilova, L.B.; Manakov, A.G.; Seidaliev, E.I.; Smekalova, T. Vampilova, L. B. (6504319926); Manakov, Andrei G. (7003929696); Seidaliev, Emil I. (57222576331); Smekalova, Tatyana N. (6508163460) 6504"
study_0342,"Lyganov, A",1943,Epigraphy,0.325,Stratigraphy,0.322,Radiocarbon Chronology,0.307,Southern Levant,0.166,Egypt,0.15,Sinai,0.143,High,-0.017,Low,-0.026,Medium,-0.073,0.158,"Lyganov, A.V.; Sattarov, R.R.; Denisov, A.V.; Ivanova, N.V. Lyganov, A. V. (57194326310); Sattarov, Ruzil R. (57223026067); Denisov, Aleksey V. (56527853400); Ivanova, Nataliia V. (57986699900) 571943"
study_0343,"Morozov, V",2012,Radiocarbon Chronology,0.517,Stratigraphy,0.426,Paleoclimatology,0.396,Southern Levant,0.171,Egypt,0.127,Sinai,0.082,Low,-0.024,Medium,-0.033,High,-0.062,0.221,"Morozov, V.V.; Lyganov, A.V.; Vybornov, A.A.; Smirnov, A.L.; Batueva, N.S. Morozov, Victor V. (57201216909); Lyganov, A. V. (57194326310); Vybornov, Aleksandr A. (26423379800); Smirnov, Alexey L. (572"
study_0344,"Martínez-Navarrete, M",1967,Archaeology,0.288,Radiocarbon Chronology,0.251,Stratigraphy,0.247,Southern Levant,0.173,Sinai,0.141,Egypt,0.056,High,0.117,Low,0.052,Medium,0.023,0.193,"Martínez-Navarrete, M.I.; Montero-Ruiz, I.; Rovira-Llorens, S.; Vicent García, J.M. Martínez-Navarrete, M. Isabel (26631967600); Montero-Ruiz, Ignacio (25621603800); Rovira-Llorens, Salvador (55921166"
study_0345,"Volkova, E",1948,Stratigraphy,0.324,Archaeology,0.289,Epigraphy,0.282,Egypt,0.168,Sinai,0.116,Southern Levant,0.041,High,0.032,Low,0.003,Medium,-0.037,0.175,"Volkova, E.V.; Denisov, A.V.; Kormilitsyn, D.V.; Platonov, V.I. Volkova, Ekaterina V. (57986659900); Denisov, Aleksey V. (56527853400); Kormilitsyn, D. V. (57986529300); Platonov, Vladimir I. (5719489"
study_0346,"Serikov, Y",2022,Stratigraphy,0.333,Isotope Geochemistry,0.324,Paleoclimatology,0.318,Egypt,0.185,Sinai,0.152,Southern Levant,0.145,High,0.068,Medium,0.064,Low,0.052,0.195,"Serikov, Y.B. Serikov, Yu Borisovich (34768954400) 34768954400 BALAKINO I – SITE OF THE BRONZE AGE IN THE VICINITY OF NIZHNY TAGIL (MIDDLE TRANSURALS); БАЛАКИНО I – ПАМЯТНИК БРОНЗОВОГО ВЕКА В ОКРЕСТНО"
study_0347,"Valkov, D",1956,Stratigraphy,0.386,Archaeology,0.385,Paleoclimatology,0.38,Southern Levant,0.139,Egypt,0.116,Sinai,0.107,High,-0.032,Low,-0.048,Medium,-0.055,0.164,"Valkov, D.V.; Bolshakova, N.V.; Koshutin, R.A.; Pinigin, G.V. Valkov, Denis V. (57986617800); Bolshakova, Natalia V. (57986741600); Koshutin, Roman A. (57986482200); Pinigin, Gleb (57219568705) 579866"
study_0348,"Kondrashin, V",1900,Paleoclimatology,0.345,Stratigraphy,0.309,Radiocarbon Chronology,0.297,Egypt,0.109,Southern Levant,0.093,Sinai,0.086,Medium,-0.039,High,-0.051,Low,-0.064,0.138,"Kondrashin, V.V.; Ivanova, N.V.; Khokhlov, A.A.; Tsibin, V.A. Kondrashin, Vitaly V. (57254991900); Ivanova, Nataliia V. (57986699900); Khokhlov, Alexandr A. (56688165600); Tsibin, Viktor A. (572109321"
study_0349,"Lyganov, A",1943,Geoarchaeology,0.365,Paleoclimatology,0.33,Radiocarbon Chronology,0.316,Egypt,0.217,Southern Levant,0.207,Sinai,0.115,Low,0.009,Medium,-0.014,High,-0.014,0.197,"Lyganov, A.V.; Morozov, V.V.; Smirnov, A.L.; Khramchenkova Rezida, R. Lyganov, A. V. (57194326310); Morozov, Victor V. (57201216909); Smirnov, Alexey L. (57221960363); Khramchenkova Rezida, K. (572217"
study_0350,"Kuzin-Losev, V",2022,Paleoclimatology,0.315,Paleography,0.296,Stratigraphy,0.28,Southern Levant,0.183,Egypt,0.149,Sinai,0.122,Medium,0.078,Low,0.058,High,0.054,0.192,"Kuzin-Losev, V.I. Kuzin-Losev, Valeriy I. (57979790000) 57979790000 HIGHLIGHTING OF NORTHERN EURASIA SOCIAL ELITES FROM THE POSITION OF CONSCIOUSNESS FORMS; УДК 903 https://doi.org/10.24852/2587-6112."
study_0351,"Fischer, P",2080,Epigraphy,0.196,Meta-Analysis,0.186,Paleoclimatology,0.184,Southern Levant,0.184,Sinai,0.161,Egypt,0.088,High,0.09,Low,0.042,Medium,0.008,0.157,"Fischer, P.M.; Bürge, T.; Robedizo, B.P.; Eriksson, C.; Lorentz, K.O.; Branca, N.M.; Casa, B.; Miyauchi, Y.; Lemmers, S.A.M.; Kayalp, S.; Vassallo, V.; Florindi, S.; Gasanova, S.; Hermon, S.; Chicharr"
study_0352,"Cifani, G",2022,Landscape Archaeology,0.411,Geoarchaeology,0.366,Stratigraphy,0.346,Southern Levant,0.347,Egypt,0.24,Sinai,0.214,Medium,0.023,High,0.014,Low,0.007,0.26,"Cifani, G. Cifani, Gabriele (27367785700) 27367785700 Porta Capena, Capena and Capua; Gabii and Cavum: Place name and landscape archeology; Porta Capena, Capena e Capua; Gabii e Cavum 2022 Melanges de"
study_0353,"Drob, A",1965,Archaeology,0.479,Cognitive Archaeology,0.398,Paleoclimatology,0.369,Egypt,0.211,Sinai,0.148,Southern Levant,0.132,Medium,0.007,High,-0.023,Low,-0.056,0.232,"Drob, A.; Brașoveanu, C. Drob, Ana (57219657552); Brașoveanu, Casandra (57200119170) 57219657552; 57200119170 FRAGMENTARY DISCOVERIES WITHOUT CONTEXT — WHAT CAN WE LEARN MORE? AN ARCHAEOMETRIC APPROAC"
study_0354,"Dong, W",2018,Landscape Archaeology,0.339,Anthropology,0.334,Archaeology,0.296,Southern Levant,0.16,Egypt,0.153,Sinai,0.05,High,0.047,Low,0.035,Medium,0.022,0.182,"Dong, W.; An, C.; Zhang, T.; Niyazi, A. Dong, Weimiao (37360895700); An, C. B. (7102018023); Zhang, Tienan (57859594700); Niyazi, Alipujiang (59914070400) 37360895700; 7102018023; 57859594700; 5991407"
study_0355,"Goldwasser, O",2022,Epigraphy,0.38,Archaeology,0.363,Stratigraphy,0.343,Sinai,0.33,Southern Levant,0.315,Egypt,0.259,High,0.023,Medium,-0.003,Low,-0.008,0.244,"Goldwasser, O. Goldwasser, Orly (36671038100) 36671038100 The Early Alphabetic Inscriptions Found by the Shrine of Hathor at Serabit el-Khadem: Palaeography, Materiality, and Agency 2022 Israel Explor"
study_0356,"Contreras-Cortés, F",2006,Radiocarbon Chronology,0.356,Archaeology,0.335,Paleography,0.317,Southern Levant,0.188,Sinai,0.13,Egypt,0.117,Medium,0.027,Low,-0.034,High,-0.05,0.191,"Contreras-Cortés, F.C.; Aljos, A.D. Contreras-Cortés, Francisco (36815706900); Aljos, Alberto Dorado (57200637349) 36815706900; 57200637349 Data for the study of poliorcetica during the Copper and Bro"
study_0357,"Westra Alexander, J",2022,Archaeology,0.393,Geoarchaeology,0.347,Landscape Archaeology,0.325,Egypt,0.335,Southern Levant,0.33,Sinai,0.311,High,0.013,Medium,0.003,Low,-0.024,0.247,"Westra Alexander, J.D.; Ioannis, L.; Changhong, M. Westra Alexander, J. D. (57812171200); Ioannis, Liritzis (57812960000); Changhong, Miao (57812171300) 57812171200; 57812960000; 57812171300 DEVELOPME"
study_0358,"Vasks, A",2022,Archaeology,0.286,Settlement Archaeology,0.218,Ceramic Analysis,0.214,Southern Levant,0.104,Egypt,0.048,Sinai,0.031,Medium,0.066,Low,0.024,High,-0.019,0.152,"Vasks, A. Vasks, Andrejs (55860482600) 55860482600 Research interests: Latvian archeology, Bronze and Iron Age; Late Bronze and Pre-Roman Iron Age Bronze Rings - Jewellery or Ingots? 2022 Journal of t"
study_0359,"Lyganov, A",1943,Radiocarbon Chronology,0.375,Isotope Geochemistry,0.314,Stratigraphy,0.292,Egypt,0.08,Southern Levant,0.072,Sinai,0.036,High,-0.043,Medium,-0.051,Low,-0.057,0.138,"Lyganov, A.V.; Morozov, V.V.; Smirnov, A.L.; Khramchenkova, R.Kh. Lyganov, A. V. (57194326310); Morozov, Victor V. (57201216909); Smirnov, Alexey L. (57221960363); Khramchenkova, Rezida Kh (5670743310"
study_0360,"Vasiliev, V",2052,Stratigraphy,0.4,Archaeology,0.377,Radiocarbon Chronology,0.352,Southern Levant,0.187,Egypt,0.186,Sinai,0.163,High,0.063,Low,0.055,Medium,0.026,0.216,"Vasiliev, V.N.; Ismagil, R.; Rafikova, Ya.V. Vasiliev, V. N. (57720523900); Ismagil, R. (57719652400); Rafikova, Ya V. (57209879853) 57720523900; 57719652400; 57209879853 THE AGEYEVSKY BURIAL MOUND OF"
study_0361,"Kuptsova, L",2022,Stratigraphy,0.393,Radiocarbon Chronology,0.393,Archaeology,0.376,Southern Levant,0.112,Sinai,0.109,Egypt,0.103,High,0.026,Low,0.022,Medium,-0.043,0.177,"Kuptsova, L.V.; Evgenyev, A.A. Kuptsova, Lidya V. (56943415800); Evgenyev, A. A. (56943473100) 56943415800; 56943473100 THE BURIALS OF THE BRONZE AGE OF THE II BURIAL MOUND NEAR THE VILLAGE VTOROE IMA"
study_0362,"Shvetsova, A",1993,Ceramic Analysis,0.342,Stratigraphy,0.327,Epigraphy,0.313,Egypt,0.165,Southern Levant,0.089,Sinai,0.061,Low,0.055,Medium,0.035,High,0.024,0.187,"Shvetsova, A.A. Shvetsova, Anastasia А. (57719936800) 57719936800 THE ORNAMENTATION SYSTEM OF CERAMIC VESSELS OF THE POZDNYAKOVO CULTURE IN THE LATE BRONZE AGE ON THE TERRITORY OF THE VOLGA-OKA RIGHT "
study_0363,"Harmanşah, Ö",2061,Archaeology,0.478,Landscape Archaeology,0.442,Settlement Archaeology,0.435,Egypt,0.313,Southern Levant,0.285,Sinai,0.195,High,-0.011,Medium,-0.03,Low,-0.056,0.26,"Harmanşah, Ö.; Johnson, P.; Durusu-Tanrıöver, M.; Marsh, B. Harmanşah, Ömür (42061559300); Johnson, Peri (57710058900); Durusu-Tanrıöver, Müge (57191450376); Marsh, Ben (7102169723) 42061559300; 57710"
study_0364,"Epimakhov, A",2022,Isotope Geochemistry,0.503,Paleoclimatology,0.381,Radiocarbon Chronology,0.353,Southern Levant,0.145,Egypt,0.126,Sinai,0.1,Low,0.069,High,0.06,Medium,0.051,0.239,"Epimakhov, A.V.; Zazovskaya, E.P. Epimakhov, Andrey Vladimirovich (16642379500); Zazovskaya, Elya P. (6504450179) 16642379500; 6504450179 Diet and Mobility in the Pre-Urals Bronze Age, Russia (Prelimi"
study_0365,"Kiseleva, D",1894,Isotope Geochemistry,0.158,Stratigraphy,0.147,Statistical Synthesis,0.122,Southern Levant,0.103,Sinai,0.101,Egypt,0.07,Medium,0.055,High,0.046,Low,0.042,0.105,"Kiseleva, D.V.; Soloshenko, N.G.; Okuneva, T.G.; Shagalov, E.S.; Tkachev, V.V.; Bogdanov, S.V.; Ankushev, M.N.; Koryakova, L.N.; Vinogradov, N.B. Kiseleva, Daria V. (35424000900); Soloshenko, Nataliya"
study_0366,"Nykamp, M",1800,Stratigraphy,0.493,Archaeology,0.438,Radiocarbon Chronology,0.425,Sinai,0.235,Southern Levant,0.226,Egypt,0.185,High,0.032,Low,0.006,Medium,-0.012,0.253,"Nykamp, M.; Hauschulz, S.; Hardt, J.; Knitter, D.; May, J.; Hoelzmann, P. Nykamp, Moritz (55760539300); Hauschulz, Stephanie (57410085700); Hardt, Jacob (55951388500); Knitter, Daniel (55550943500); M"
study_0367,"Valenzuela-Suau, L",1937,Isotope Geochemistry,0.559,Radiocarbon Chronology,0.503,Paleoclimatology,0.417,Southern Levant,0.174,Sinai,0.092,Egypt,0.078,High,0.025,Low,0.022,Medium,0.005,0.252,"Valenzuela-Suau, L.; Valenzuela Lamas, S.; Ramis, D.; Bosch, D. Valenzuela-Suau, Lua (56015758300); Valenzuela Lamas, Silvia (36951937200); Ramis, Damià (15744596800); Bosch, Delphine (7102510554) 560"
study_0368,"Vainstub, D",2037,Paleobotany,0.205,Epigraphy,0.195,Zooarchaeology,0.191,Egypt,0.141,Sinai,0.115,Southern Levant,0.08,High,0.036,Medium,-0.016,Low,-0.019,0.127,"Vainstub, D.; Mumcuoglu, M.; Hasel, M.G.; Hesler, K.M.; Lavi, M.; Rabinovich, R.; Goren, Y.; Garfinkel, Y. Vainstub, Daniel (40462721300); Mumcuoglu, Madeleine (56011309900); Hasel, Michael G. (266484"
study_0369,"Di Vito, M",2014,Volcanology,0.471,Paleoclimatology,0.345,Isotope Geochemistry,0.333,Egypt,0.177,Sinai,0.126,Southern Levant,0.119,Low,0.008,High,0.001,Medium,-0.004,0.219,"Di Vito, M.A.; Aurino, P.; Boenzi, G.; Laforgia, E.; Rucco, I. Di Vito, Mauro Antonio (7003383035); Aurino, Paola (57373632100); Boenzi, Giuliana (25924157500); Laforgia, Elena (25924287300); Rucco, I"
study_0370,"Li, Y",1953,Paleoclimatology,0.279,Landscape Archaeology,0.267,Bioarchaeology,0.233,Southern Levant,0.175,Sinai,0.134,Egypt,0.103,High,0.02,Medium,0.009,Low,-0.041,0.158,"Li, Y.; Zhang, C.; Huang, Z.; Liu, H.; Ren, M.; Xi, T.; Ma, J.; Wang, J. Li, Yue (57214694372); Zhang, Chengrui (57214670618); Huang, Zexian (57226641257); Liu, Huan (57214681953); Ren, Meng (57220094"
study_0372,"Xekalaki, G",2021,Archaeology,0.436,Landscape Archaeology,0.394,Historical Geography,0.368,Egypt,0.471,Southern Levant,0.429,Sinai,0.351,Medium,-0.031,High,-0.033,Low,-0.054,0.292,"Xekalaki, G. Xekalaki, Georgia (57322637000) 57322637000 On borders and expansion: Egyptian imperialism in the levant during the ramesside period 2021 Heritage 4 4 3938 3948 0 10.3390/heritage4040216 "
study_0371,"Kaiser, K",2004,Epigraphy,0.266,Paleoclimatology,0.2,Radiocarbon Chronology,0.196,Southern Levant,0.087,Sinai,0.006,Egypt,-0.024,High,0.05,Low,0.042,Medium,0.003,0.134,"Kaiser, K.; Tolksdorf, J.F.; de Boer, A.M.; Herbig, C.; Hieke, F.; Kasprzak, M.; Kočár, P.; Petr, L.; Schubert, M.; Schröder, F.; Fülling, A.; Hemker, C. Kaiser, Knut (15071266100); Tolksdorf, Johann "
study_0373,"Stamataki, E",1900,Epigraphy,0.303,Paleoclimatology,0.282,Stratigraphy,0.247,Sinai,0.188,Southern Levant,0.176,Egypt,0.089,Medium,0.067,High,0.06,Low,0.045,0.186,"Stamataki, E.; Kontopoulos, I.; Salesse, K.; McMillan, R.; Veselka, B.; Sabaux, C.; Annaert, R.; Boudin, M.; Capuzzo, G.; Claeys, P.; Dalle, S.; Hlad, M.; Sengelov, A.; Vercauteren, M.; Warmenbol, E.;"
study_0374,"Hernando, R",1941,Meta-Analysis,0.204,Epigraphy,0.156,Paleobotany,0.156,Sinai,0.143,Southern Levant,0.075,Egypt,-0.014,High,0.151,Low,0.138,Medium,0.116,0.166,"Hernando, R.; Gamarra, B.; McCall, A.; Cheronet, O.; Fernandes, D.M.; Sirak, K.; Schmidt, R.; Lozano, M.; Szeniczey, T.; Hajdu, T.; Bárány, A.; Kalli, A.; Tutkovics, E.K.; Köhler, K.; Kiss, K.; Koós, "
study_0376,"Döpper, S",1928,Stratigraphy,0.412,Epigraphy,0.4,Radiocarbon Chronology,0.35,Southern Levant,0.356,Egypt,0.228,Sinai,0.185,High,0.019,Low,-0.006,Medium,-0.033,0.262,"Döpper, S. Döpper, Stephanie (57192814609) 57192814609 The Middle and Late Bronze Age in Central Oman: New Insights from Tawi Said, Al-Mudhairib and the Wilayat al-Mudhaybi 2021 Arabian Archaeology an"
study_0375,"Kumar, V",2014,Meta-Analysis,0.125,Radiocarbon Chronology,0.122,Isotope Geochemistry,0.121,Southern Levant,0.013,Sinai,-0.006,Egypt,-0.046,Medium,0.066,Low,0.062,High,0.04,0.068,"Kumar, V.; Bennett, E.; Zhao, D.; Liang, Y.; Tang, Y.; Ren, M.; Dai, Q.; Feng, X.; Cao, P.; Yang, R.; Liu, F.; Ping, W.; Zhang, M.; Ding, M.; Yang, M.A.; Amridin, B.; Muttalib, H.; Wang, J.; Fu, Q. Ku"
study_0377,"Svyatko, S",1876,Radiocarbon Chronology,0.494,Isotope Geochemistry,0.356,Paleoclimatology,0.275,Southern Levant,0.054,Egypt,0.023,Sinai,-0.009,Low,0.055,High,0.039,Medium,-0.036,0.201,"Svyatko, S.V.; Schulting, R.J.; Papin, D.; Paula Reimer, P.J. Svyatko, Svetlana Vladimirovna (37089664500); Schulting, Rick J. (6603283174); Papin, Dmitri V. (57216889314); Paula Reimer, Paula Jo (710"
study_0378,"Grandal-d’Anglade, A",2054,Isotope Geochemistry,0.418,Paleoclimatology,0.342,Paleography,0.328,Southern Levant,0.135,Egypt,0.089,Sinai,0.054,Medium,0.027,Low,-0.007,High,-0.025,0.193,"Grandal-d’Anglade, A.; Albizuri, S.; López-Cachero, F.J. Grandal-d’Anglade, Aurora (57205470684); Albizuri, Silvia (55488738000); López-Cachero, F. Javier (26646711900) 57205470684; 55488738000; 26646"
study_0379,"Gentelli, L",1909,Archaeology,0.413,Radiocarbon Chronology,0.402,Stratigraphy,0.347,Southern Levant,0.288,Sinai,0.166,Egypt,0.154,High,0.013,Medium,0.007,Low,-0.008,0.238,"Gentelli, L.; Blichert-Toft, J.; Davis, G.; Gitler, H.; Albarède, F. Gentelli, Liesel (57190945858); Blichert-Toft, Janne (35228367500); Davis, Gil (36994336000); Gitler, Haim (26033835900); Albarède,"
study_0380,"Powell, W",1908,Artifact Typology,0.276,Radiocarbon Chronology,0.273,Isotope Geochemistry,0.233,Sinai,0.16,Egypt,0.039,Southern Levant,0.029,High,0.115,Low,0.096,Medium,0.003,0.183,"Powell, W.; Johnson, M.; Pulak, C.; Yener, K.A.; Mathur, R.; Bankoff, H.A.; Godfrey, L.; Price, M.; Galili, E. Powell, Wayne G. (26431567900); Johnson, Michael (57190845045); Pulak, Cemal (35764691700"
study_0381,"Yu, S",2041,Radiocarbon Chronology,0.517,Isotope Geochemistry,0.378,Paleoclimatology,0.356,Southern Levant,0.156,Egypt,0.074,Sinai,0.065,Low,0.032,High,0.015,Medium,-0.047,0.235,"Yu, S.-Y.; Chen, X.; Fang, Z.; Liu, X.; Li, M.; Guo, J. Yu, Shiyong (7405730786); Chen, Xuexiang (54402526000); Fang, Zhen (57204103915); Liu, Xiuling (57204102400); Li, Ming (57226164836); Guo, Junfe"
study_0382,"Li, H",2060,Archaeology,0.365,Artifact Typology,0.364,Cognitive Archaeology,0.341,Southern Levant,0.15,Egypt,0.148,Sinai,0.098,High,0.037,Low,-0.013,Medium,-0.037,0.184,"Li, H.; Gong, Y.; Cui, J.; Cai, Y.; Cai, Q.; Jiang, Z.; Zhou, Z.; Fan, J. Li, Haichao (57212343807); Gong, Y. (57222060821); Cui, Jianfeng (35190257700); Cai, Y. (57222076579); Cai, Q. (57222077613); "
study_0383,"Dibble, F",2021,Archaeology,0.371,Historical Geography,0.348,Geoarchaeology,0.342,Southern Levant,0.19,Egypt,0.124,Sinai,0.121,Medium,0.047,Low,0.015,High,-0.032,0.203,"Dibble, F.; Finné, M. Dibble, Flint (57041122900); Finné, Martin (36342166200) 57041122900; 36342166200 Socioenvironmental change as a process: Changing foodways as adaptation to climate change in Sou"
study_0384,"Ning, C",1800,Isotope Geochemistry,0.236,Epigraphy,0.224,Radiocarbon Chronology,0.182,Southern Levant,0.09,Egypt,0.088,Sinai,0.073,Low,0.056,Medium,0.054,High,0.054,0.128,"Ning, C.; Zheng, H.-X.; Zhang, F.; Wu, S.; Li, C.; Zhao, Y.; Xu, Y.; Wei, D.; Wu, Y.; Gao, S.; Jin, L.; Cui, Y. Ning, Chao (56540870100); Zheng, Hongxiang (36698630700); Zhang, Fan (57747527500); Wu, "
study_0385,"Rezaei, M",2060,Archaeology,0.409,Cognitive Archaeology,0.349,Landscape Archaeology,0.319,Egypt,0.23,Southern Levant,0.216,Sinai,0.206,High,0.039,Low,-0.011,Medium,-0.074,0.226,"Rezaei, M.H.; Bargan, M.S.; Garazhian, O. Rezaei, Mohammad Hossein (57225739964); Bargan, Mohsen Sang (58151420600); Garazhian, Omran (23396851800) 57225739964; 58151420600; 23396851800 The Burial Tra"
study_0386,"Sabaux, C",2021,Isotope Geochemistry,0.215,Stratigraphy,0.198,Epigraphy,0.178,Southern Levant,0.08,Sinai,0.04,Egypt,-0.025,Low,0.027,High,0.018,Medium,-0.004,0.107,"Sabaux, C.; Veselka, B.; Capuzzo, G.; Snoeck, C.; Sengelov, A.; Hlad, M.; Warmenbol, E.; Stamataki, E.; Boudin, M.; Annaert, R.; Dalle, S.; Salesse, K.; Debaille, V.; Tys, D.; Vercauteren, M.; De Muld"
study_0387,"Sevink, J",1836,Paleoclimatology,0.322,Radiocarbon Chronology,0.316,Epigraphy,0.295,Sinai,0.253,Southern Levant,0.249,Egypt,0.189,High,0.054,Low,0.009,Medium,-0.003,0.209,"Sevink, J.; Muyzer, G.; Arienzo, I.; Mormone, A.; Piochi, M.; Alessandri, L.; van Hall, R.L.; Palstra, S.W.L.; Dee, M.W. Sevink, Jan (6701538730); Muyzer, G. (7004888229); Arienzo, Ilenia (6505653018)"
study_0388,"Zavodny, E",2061,Archaeology,0.469,Settlement Archaeology,0.408,Cognitive Archaeology,0.384,Southern Levant,0.202,Sinai,0.115,Egypt,0.113,Medium,0.028,Low,0.013,High,0.005,0.233,"Zavodny, E.; Solter, A.; Balen, J.; Kennett, D.J.; McClure, S.B.; Novak, M. Zavodny, Emily (55772061000); Solter, Ana (57190344057); Balen, Jacqueline (6506187340); Kennett, Douglas J. (35571732400); "
study_0389,"Tabita, G",2021,Epigraphy,0.302,Artifact Typology,0.293,Archaeology,0.29,Southern Levant,0.227,Sinai,0.198,Egypt,0.189,High,0.069,Medium,0.047,Low,0.025,0.199,"Tabita, G.M. Tabita, Giacomo Maria (58317166900) 58317166900 Reflecting on the Thebes Treasure and its Kassite Findings The Glyptic Art and its Geo-Political Context and Distribution 2021 Persica Anti"
study_0390,"Mödlinger, M",2021,Radiocarbon Chronology,0.353,Isotope Geochemistry,0.346,Paleoclimatology,0.281,Egypt,0.097,Southern Levant,0.055,Sinai,0.036,High,0.031,Low,0.02,Medium,-0.015,0.16,"Mödlinger, M.; Trebsche, P.; Sabatini, B. Mödlinger, Marianne (24473560000); Trebsche, Peter (26034915400); Sabatini, Benjamin J. (56800348500) 24473560000; 26034915400; 56800348500 Melting, smelting,"
study_0391,"Ingman, T",2037,Isotope Geochemistry,0.265,Radiocarbon Chronology,0.252,Paleoclimatology,0.201,Southern Levant,0.089,Sinai,0.083,Egypt,0.01,Low,0.016,Medium,-0.001,High,-0.011,0.124,"Ingman, T.; Eisenmann, S.; Skourtanioti, E.; Akar, M.; Ilgner, J.; Ruscone, G.A.G.; Le Roux, P.; Shafiq, R.; Neumann, G.U.; Keller, M.; Freund, C.; Marzo, S.; Lucas, M.; Krause, J.; Roberts, P.; Yener"
study_0392,"Manuelli, F",1951,Radiocarbon Chronology,0.537,Isotope Geochemistry,0.424,Paleoclimatology,0.367,Southern Levant,0.195,Egypt,0.15,Sinai,0.14,Low,0.019,High,0.013,Medium,-0.014,0.25,"Manuelli, F.; Vignola, C.; Marzaioli, F.; Passariello, I.; Terrasi, F. Manuelli, Federico (57195177707); Vignola, Cristiano (57196079400); Marzaioli, F. (8852340800); Passariello, Isabella (8727614100"
study_0393,"Höflmayer, F",2093,Archaeology,0.375,Stratigraphy,0.337,Paleoclimatology,0.335,Egypt,0.253,Sinai,0.231,Southern Levant,0.225,High,0.045,Medium,-0.009,Low,-0.01,0.224,"Höflmayer, F.; Misgav, H.; Webster, L.C.; Streit, K. Höflmayer, Felix (36620936100); Misgav, Haggai (57194233952); Webster, Lyndelle C. (35211924600); Streit, Katharina (55596132000) 36620936100; 5719"
